,GCA_001633485.1,GCA_001639645.1,GCA_001633355.1,GCA_001633675.1,GCA_001633575.1,GCA_001633495.1,GCA_001633505.1,GCA_001633405.1,GCA_001633545.1,GCA_001633335.1,GCA_001633415.1,GCA_001633325.1,GCA_001639485.1,GCA_001633595.1,GCA_001633565.1,GCA_001633665.1,GCA_001633605.1,GCA_001633645.1,GCA_001308305.1,GCA_000203855.3,GCA_001633435.1
Cluster_5517,LNKPBJJO_00703,PEOCBFCP_00151,GKBMFCDM_00149,GKMEBLJL_02325,HKAMFFJN_00680,JOBNEEKL_02271,GACBFOHJ_00260,LLFCPLKD_02100,FNJAKAKL_02635,ECBNDIDM_00413,LFPJLIBK_00158,IMJNKLBI_00412,EMNCPJML_01485,PLFJNGPA_00260,PGJOJFNN_00252,ODFDBHOD_00285,IAPKCFHA_00161,BDHOLPHL_00159,DELEFPOC_02526,AHNHBFNE_01380,HBJIBEPC_00471
Cluster_5518,,,,GKMEBLJL_01794,HKAMFFJN_02744,,,,,,,,EMNCPJML_02195,,,,IAPKCFHA_01701,BDHOLPHL_01082,DELEFPOC_01425,,HBJIBEPC_01064
Cluster_5519,,,,GKMEBLJL_02302,,,,,,,LFPJLIBK_02057,,EMNCPJML_refound_21,,,,IAPKCFHA_01559,BDHOLPHL_01236,DELEFPOC_02364,,
Cluster_5520,LNKPBJJO_00375,PEOCBFCP_02198,GKBMFCDM_01851,GKMEBLJL_01164,HKAMFFJN_01566,JOBNEEKL_00481,GACBFOHJ_02318,LLFCPLKD_00746,FNJAKAKL_02808,ECBNDIDM_02667,LFPJLIBK_02855,IMJNKLBI_02734,EMNCPJML_01938,PLFJNGPA_02434,PGJOJFNN_00924,ODFDBHOD_03000,IAPKCFHA_01245,BDHOLPHL_01362,DELEFPOC_01042,AHNHBFNE_02464,HBJIBEPC_01412
Cluster_5521,LNKPBJJO_02543,PEOCBFCP_02672,GKBMFCDM_02638,GKMEBLJL_01405,HKAMFFJN_00586,JOBNEEKL_00354,GACBFOHJ_00586,LLFCPLKD_03156,FNJAKAKL_00440,ECBNDIDM_00776,LFPJLIBK_02718,IMJNKLBI_00764,EMNCPJML_02510,PLFJNGPA_00585,PGJOJFNN_01591,ODFDBHOD_00714,IAPKCFHA_00732,BDHOLPHL_01603,DELEFPOC_00801,AHNHBFNE_02705,HBJIBEPC_01185
Cluster_5522,,,,,HKAMFFJN_refound_23,,,LLFCPLKD_refound_14,,ECBNDIDM_refound_9,LFPJLIBK_refound_21,IMJNKLBI_refound_10,EMNCPJML_00967,,,ODFDBHOD_refound_16,,BDHOLPHL_02316,DELEFPOC_02115,,
Cluster_5523,LNKPBJJO_02336,PEOCBFCP_00444,GKBMFCDM_00501,GKMEBLJL_02604,HKAMFFJN_01465,JOBNEEKL_02570,GACBFOHJ_01147,LLFCPLKD_01523,FNJAKAKL_02304,ECBNDIDM_02502,LFPJLIBK_03104,IMJNKLBI_02537,EMNCPJML_01020,PLFJNGPA_01223,PGJOJFNN_01944,ODFDBHOD_01570,IAPKCFHA_02398,BDHOLPHL_02520,DELEFPOC_01715,AHNHBFNE_01978,HBJIBEPC_02592
Cluster_5524,LNKPBJJO_01228,PEOCBFCP_01104,GKBMFCDM_00775,GKMEBLJL_01425,HKAMFFJN_01264,JOBNEEKL_02497,GACBFOHJ_01213,LLFCPLKD_01048,FNJAKAKL_01141,ECBNDIDM_02568,LFPJLIBK_00737,IMJNKLBI_02471,EMNCPJML_01093,PLFJNGPA_01289,PGJOJFNN_01545,ODFDBHOD_01057,IAPKCFHA_02471,BDHOLPHL_02593,DELEFPOC_01788,AHNHBFNE_01912,HBJIBEPC_02525
Cluster_5525,LNKPBJJO_02616,,,,,JOBNEEKL_00537,,,,,,,,,,,,,,,
Cluster_5526,LNKPBJJO_02663,,,,,JOBNEEKL_02089,,,,,LFPJLIBK_01067,,,,PGJOJFNN_01141,,,,,,
Cluster_5527,,,,,,,,,,,,,,,,,IAPKCFHA_02742,,,,
Cluster_5528,,PEOCBFCP_refound_19,GKBMFCDM_refound_21,GKMEBLJL_00019,HKAMFFJN_refound_24,,,,,,LFPJLIBK_refound_22,,,,,,,BDHOLPHL_refound_12,DELEFPOC_refound_6,,
Cluster_5530,,,,,,,GACBFOHJ_01581,,,,,,,PLFJNGPA_01646,,,,,,,
Cluster_5531,,,,,,,GACBFOHJ_02898,,,ECBNDIDM_00950,,IMJNKLBI_00938,,PLFJNGPA_02892,,,,,,,
Cluster_5532,,,,,HKAMFFJN_01486,,,LLFCPLKD_00936,,,LFPJLIBK_01047,,,,,ODFDBHOD_01002,,,,,
Cluster_5533,,,,,,,,,,,,,,,,,,,,AHNHBFNE_02015,
Cluster_5534,,PEOCBFCP_00887,GKBMFCDM_00982,,,,,,,ECBNDIDM_refound_10,,IMJNKLBI_refound_11,,,,,,,,,
Cluster_5535,,,,,,,,,,ECBNDIDM_02333,,IMJNKLBI_02393,EMNCPJML_02747,,,,,,,,
Cluster_5536,LNKPBJJO_02171,PEOCBFCP_02108,GKBMFCDM_01761,GKMEBLJL_01254,HKAMFFJN_00350,JOBNEEKL_01535,GACBFOHJ_02396,LLFCPLKD_00656,FNJAKAKL_01040,,LFPJLIBK_02572,,EMNCPJML_00610,PLFJNGPA_02356,PGJOJFNN_00840,ODFDBHOD_02910,IAPKCFHA_01336,BDHOLPHL_01453,DELEFPOC_00951,AHNHBFNE_02556,HBJIBEPC_01327
Cluster_5538,,,,,,,,,FNJAKAKL_01583,,,,,,,,,,,,
Cluster_5539,,,,,,,,,FNJAKAKL_02458,,,,,,,,,,,,
Cluster_5540,,,,,,,,,,,,,,,PGJOJFNN_01716,,,,,,
Cluster_5541,LNKPBJJO_01122,PEOCBFCP_01177,GKBMFCDM_00848,GKMEBLJL_00953,HKAMFFJN_00635,JOBNEEKL_01299,GACBFOHJ_02657,LLFCPLKD_02666,FNJAKAKL_00811,ECBNDIDM_03086,LFPJLIBK_01013,IMJNKLBI_03011,EMNCPJML_01464,PLFJNGPA_00705,PGJOJFNN_01210,ODFDBHOD_02628,IAPKCFHA_00913,BDHOLPHL_00737,DELEFPOC_02984,AHNHBFNE_01838,HBJIBEPC_00014
Cluster_5542,LNKPBJJO_02213,PEOCBFCP_02874,GKBMFCDM_02840,GKMEBLJL_01807,HKAMFFJN_01304,JOBNEEKL_01956,GACBFOHJ_01348,LLFCPLKD_00777,FNJAKAKL_00074,ECBNDIDM_01935,LFPJLIBK_01443,IMJNKLBI_01979,EMNCPJML_02206,PLFJNGPA_01413,PGJOJFNN_02232,ODFDBHOD_00476,IAPKCFHA_01713,BDHOLPHL_01094,DELEFPOC_01437,AHNHBFNE_00799,HBJIBEPC_01050
Cluster_5543,LNKPBJJO_00623,PEOCBFCP_00983,GKBMFCDM_01078,GKMEBLJL_00305,HKAMFFJN_01682,JOBNEEKL_00918,GACBFOHJ_02220,LLFCPLKD_00213,FNJAKAKL_00603,ECBNDIDM_02154,LFPJLIBK_01747,IMJNKLBI_02214,EMNCPJML_01314,PLFJNGPA_02284,PGJOJFNN_00729,ODFDBHOD_02067,IAPKCFHA_02220,BDHOLPHL_01739,DELEFPOC_00530,AHNHBFNE_00242,HBJIBEPC_00743
Cluster_5544,LNKPBJJO_01014,PEOCBFCP_02397,GKBMFCDM_02363,GKMEBLJL_03012,HKAMFFJN_01109,JOBNEEKL_01083,GACBFOHJ_00927,LLFCPLKD_01237,FNJAKAKL_03135,ECBNDIDM_02795,LFPJLIBK_02274,IMJNKLBI_02863,EMNCPJML_00444,PLFJNGPA_01003,PGJOJFNN_02787,ODFDBHOD_01283,IAPKCFHA_01928,BDHOLPHL_02098,DELEFPOC_01897,AHNHBFNE_02279,HBJIBEPC_02395
Cluster_5545,,,,,,,,LLFCPLKD_01435,FNJAKAKL_02488,,,,,,,ODFDBHOD_01482,,BDHOLPHL_02287,DELEFPOC_02086,,HBJIBEPC_02870
Cluster_5546,LNKPBJJO_00750,PEOCBFCP_01232,GKBMFCDM_02077,GKMEBLJL_00728,HKAMFFJN_00014,JOBNEEKL_02149,GACBFOHJ_02607,LLFCPLKD_02612,FNJAKAKL_00933,ECBNDIDM_03135,LFPJLIBK_00804,IMJNKLBI_03060,EMNCPJML_01626,PLFJNGPA_02854,PGJOJFNN_01077,ODFDBHOD_02574,IAPKCFHA_00677,BDHOLPHL_02970,DELEFPOC_02933,AHNHBFNE_01788,HBJIBEPC_00066
Cluster_5547,LNKPBJJO_01851,,,,,,,,,,,,,,,,,,,,
Cluster_5548,LNKPBJJO_02613,PEOCBFCP_00400,GKBMFCDM_00398,,,JOBNEEKL_00540,GACBFOHJ_01545,,,,,,,PLFJNGPA_01610,,,,,,,
Cluster_5550,,,,GKMEBLJL_01795,HKAMFFJN_02745,,,,,,,,EMNCPJML_02196,,,,IAPKCFHA_01702,BDHOLPHL_01083,DELEFPOC_01426,,HBJIBEPC_01063
Cluster_5551,,,,GKMEBLJL_01974,,,,,,,,,,,,,,,,,
Cluster_5552,,,,,,,GACBFOHJ_02929,,,ECBNDIDM_00978,,IMJNKLBI_00966,,PLFJNGPA_02923,,,,,,,
Cluster_5553,,,,,HKAMFFJN_01480,,,,,,,,,,,,,,,,
Cluster_5554,,,,,,,,,,,,,,,,,,,,AHNHBFNE_02085,
Cluster_5555,,PEOCBFCP_00491,GKBMFCDM_00454,,,,,,,,,,,,,,,,,,
Cluster_5556,,,,,,,,,,,,,EMNCPJML_00880,,PGJOJFNN_02627,,,,,,
Cluster_5557,,,,,,,,,,,,,EMNCPJML_01749,,,,,,,,
Cluster_5558,,,,,,,,,FNJAKAKL_02386,,,,EMNCPJML_02305,,,,,,,,
Cluster_5559,,,,,,,,,,,,,EMNCPJML_02431,,,,,,,,
Cluster_5560,,,,,,,,LLFCPLKD_00919;LLFCPLKD_02738,,,,,,,,ODFDBHOD_00985;ODFDBHOD_02704,,,,,
Cluster_5561,,,,,,,GACBFOHJ_refound_11,LLFCPLKD_00977,,,,,,,,ODFDBHOD_01752,,,,,
Cluster_5562,,,,,,,,,,,LFPJLIBK_01057,,,,,,,,,,
Cluster_5563,LNKPBJJO_01761;LNKPBJJO_02866;LNKPBJJO_02133,PEOCBFCP_00363,GKBMFCDM_00361,GKMEBLJL_00570,HKAMFFJN_02554;HKAMFFJN_02363,JOBNEEKL_00498;JOBNEEKL_01784;JOBNEEKL_02058,GACBFOHJ_01578,LLFCPLKD_03137;LLFCPLKD_02265,FNJAKAKL_01401,ECBNDIDM_00048,LFPJLIBK_01104,IMJNKLBI_00048,,PLFJNGPA_01643,PGJOJFNN_02845,ODFDBHOD_00695;ODFDBHOD_02458,,BDHOLPHL_02481,DELEFPOC_01676,,
Cluster_5564,,,,,,,,,,ECBNDIDM_00928,,IMJNKLBI_00916,,,PGJOJFNN_02562,,,,,,
Cluster_5565,,,,,,,,,,ECBNDIDM_02470,,IMJNKLBI_02569,,,,,,,,,
Cluster_5567,,,,,,,,,FNJAKAKL_01261,,,,,,,,,,,,
Cluster_5568,,,,,,,,,FNJAKAKL_01584,,,,,,,,,,,,
Cluster_5569,,,,GKMEBLJL_01074,,,,,,,LFPJLIBK_00517,,EMNCPJML_00742,,,,IAPKCFHA_00522,BDHOLPHL_00519,DELEFPOC_02884,,
Cluster_5570,LNKPBJJO_00881,PEOCBFCP_03065,GKBMFCDM_03032,GKMEBLJL_00485,HKAMFFJN_00330,JOBNEEKL_01219,GACBFOHJ_02814,LLFCPLKD_00064,FNJAKAKL_01106,ECBNDIDM_00706,LFPJLIBK_02985,IMJNKLBI_03165,EMNCPJML_01730,PLFJNGPA_02642,PGJOJFNN_00616,ODFDBHOD_01917,IAPKCFHA_00589,BDHOLPHL_00713,DELEFPOC_00678,AHNHBFNE_00391,HBJIBEPC_00957
Cluster_5571,LNKPBJJO_01116,PEOCBFCP_01187,GKBMFCDM_00858,GKMEBLJL_00959,HKAMFFJN_00645,JOBNEEKL_01293,GACBFOHJ_02651,LLFCPLKD_02655,FNJAKAKL_00805,ECBNDIDM_03092,LFPJLIBK_01019,IMJNKLBI_03017,EMNCPJML_01470,PLFJNGPA_00699,PGJOJFNN_01200,ODFDBHOD_02617,IAPKCFHA_00907,BDHOLPHL_00731,DELEFPOC_02978,AHNHBFNE_01832,HBJIBEPC_00020
Cluster_5572,LNKPBJJO_01933,PEOCBFCP_02902,GKBMFCDM_02868,GKMEBLJL_02767,HKAMFFJN_01587,JOBNEEKL_00748,GACBFOHJ_03004,LLFCPLKD_03078,FNJAKAKL_02114,ECBNDIDM_00858,LFPJLIBK_01252,IMJNKLBI_00846,EMNCPJML_01241,PLFJNGPA_02998,PGJOJFNN_02695,ODFDBHOD_00636,IAPKCFHA_02799,BDHOLPHL_00891,DELEFPOC_01234,AHNHBFNE_00611,HBJIBEPC_02256
Cluster_5573,LNKPBJJO_01812,PEOCBFCP_00777,GKBMFCDM_00929,GKMEBLJL_01760,HKAMFFJN_02710,JOBNEEKL_01833,GACBFOHJ_01306,LLFCPLKD_01123,FNJAKAKL_00026,ECBNDIDM_01977,LFPJLIBK_01404,IMJNKLBI_02021,EMNCPJML_02161,PLFJNGPA_01371,PGJOJFNN_02529,ODFDBHOD_01132,IAPKCFHA_01668,BDHOLPHL_01048,DELEFPOC_01391,AHNHBFNE_00756,HBJIBEPC_01001
Cluster_5574,LNKPBJJO_02152,PEOCBFCP_02273,GKBMFCDM_01926,GKMEBLJL_00891,HKAMFFJN_00447,JOBNEEKL_00980,GACBFOHJ_02255,LLFCPLKD_00533,FNJAKAKL_02872,ECBNDIDM_01178,LFPJLIBK_02781,IMJNKLBI_01167,EMNCPJML_00368,PLFJNGPA_02497,PGJOJFNN_01015,ODFDBHOD_00834,IAPKCFHA_01171,BDHOLPHL_01287,DELEFPOC_01117,AHNHBFNE_02399,HBJIBEPC_01475
Cluster_5575,LNKPBJJO_00614,PEOCBFCP_00974,GKBMFCDM_01069,GKMEBLJL_00296,HKAMFFJN_01691,JOBNEEKL_00909,GACBFOHJ_02211,LLFCPLKD_00222,FNJAKAKL_00851,ECBNDIDM_02163,LFPJLIBK_01756,IMJNKLBI_02223,EMNCPJML_01576,PLFJNGPA_02275,PGJOJFNN_00720,ODFDBHOD_02076,IAPKCFHA_02211,BDHOLPHL_01748,DELEFPOC_00521,AHNHBFNE_00233,HBJIBEPC_00752
Cluster_5576,LNKPBJJO_01887,PEOCBFCP_02610,GKBMFCDM_02576,GKMEBLJL_01343,HKAMFFJN_00522,JOBNEEKL_01850,GACBFOHJ_00516;GACBFOHJ_00816,LLFCPLKD_03223,FNJAKAKL_00383,ECBNDIDM_01269,LFPJLIBK_02655,IMJNKLBI_01258,EMNCPJML_02452,PLFJNGPA_00895;PLFJNGPA_00515,PGJOJFNN_01823;PGJOJFNN_01728,ODFDBHOD_00781,IAPKCFHA_01425,BDHOLPHL_01541,DELEFPOC_00863,AHNHBFNE_02645,HBJIBEPC_01247
Cluster_5577,LNKPBJJO_02487,,,,,,,,,,,,EMNCPJML_refound_22,,,,,,,,
Cluster_5578,LNKPBJJO_02901,PEOCBFCP_01572,GKBMFCDM_01616,GKMEBLJL_01959,HKAMFFJN_02321,JOBNEEKL_02616,,LLFCPLKD_02501,FNJAKAKL_01590,,,,,,PGJOJFNN_01870;PGJOJFNN_01707,ODFDBHOD_02664,,,,,HBJIBEPC_01951
Cluster_5579,LNKPBJJO_02904,,,,,JOBNEEKL_02614,,,,,,,,,,,,,,,
Cluster_5580,,,,,,,,,,,,,,,,,,,,,HBJIBEPC_02848
Cluster_5581,,,,,,,,,,,,,,,,,,,,,HBJIBEPC_02911
Cluster_5583,,,,,,,GACBFOHJ_02911,,,,,,,PLFJNGPA_02905,,,,,,,
Cluster_5584,,,,,,,GACBFOHJ_02912,,,,,,,PLFJNGPA_02906,,,,,,,
Cluster_5585,,,,,,,GACBFOHJ_02930,,FNJAKAKL_02187,ECBNDIDM_00979,,IMJNKLBI_00967,,PLFJNGPA_02924,,,,,,,
Cluster_5586,LNKPBJJO_00403,PEOCBFCP_01838,GKBMFCDM_01247,GKMEBLJL_00092,HKAMFFJN_02833,JOBNEEKL_00771,GACBFOHJ_refound_12_stop,LLFCPLKD_00458,FNJAKAKL_refound_27_stop,ECBNDIDM_01620,LFPJLIBK_01983,IMJNKLBI_01614,EMNCPJML_02793,PLFJNGPA_refound_9_stop,PGJOJFNN_refound_14_stop,ODFDBHOD_03240,IAPKCFHA_02937,BDHOLPHL_01954,DELEFPOC_00316,AHNHBFNE_00017,HBJIBEPC_refound_9_stop
Cluster_5587,,,,,,,,,,,,,,,,,,,,AHNHBFNE_00416,
Cluster_5588,,PEOCBFCP_02075,GKBMFCDM_02051,,,,,,,,,,,,,,,,,,
Cluster_5589,,,,,,,,,,,,,EMNCPJML_01790,,,,,,,,
Cluster_5590,,,,,,,,,,ECBNDIDM_00030,,IMJNKLBI_00030,,,,,,,,,
Cluster_5591,,,,,,,,,,ECBNDIDM_00969,,IMJNKLBI_00957,,,,,,,,,
Cluster_5594,,,,,,,,,,,,,,,PGJOJFNN_01735,,,,,,
Cluster_5595,LNKPBJJO_00025,PEOCBFCP_00123,GKBMFCDM_00122,GKMEBLJL_02007,HKAMFFJN_03012,JOBNEEKL_01607,GACBFOHJ_00289,LLFCPLKD_02075,FNJAKAKL_02664,ECBNDIDM_00388,LFPJLIBK_00186,IMJNKLBI_00387,EMNCPJML_00539,PLFJNGPA_00289,PGJOJFNN_00223,ODFDBHOD_00261,IAPKCFHA_00190,BDHOLPHL_00187,DELEFPOC_02554,AHNHBFNE_01408,HBJIBEPC_00442
Cluster_5596,LNKPBJJO_00050,PEOCBFCP_00094,GKBMFCDM_00093,GKMEBLJL_02036,HKAMFFJN_02983,JOBNEEKL_01632,GACBFOHJ_00314,LLFCPLKD_02050,FNJAKAKL_02687,ECBNDIDM_00360,LFPJLIBK_00215,IMJNKLBI_00359,EMNCPJML_00562,PLFJNGPA_00314,PGJOJFNN_00198,ODFDBHOD_00236,IAPKCFHA_00218,BDHOLPHL_00216,DELEFPOC_02582,AHNHBFNE_01433,HBJIBEPC_00418
Cluster_5597,LNKPBJJO_00055,PEOCBFCP_00089,GKBMFCDM_00088,GKMEBLJL_02041,HKAMFFJN_02978,JOBNEEKL_01637,GACBFOHJ_00319,LLFCPLKD_02045,FNJAKAKL_02692,ECBNDIDM_00355,LFPJLIBK_00220,IMJNKLBI_00354,EMNCPJML_00567,PLFJNGPA_00319,PGJOJFNN_00193,ODFDBHOD_00231,IAPKCFHA_00223,BDHOLPHL_00221,DELEFPOC_02587,AHNHBFNE_01438,HBJIBEPC_00413
Cluster_5598,LNKPBJJO_00253,PEOCBFCP_01374,GKBMFCDM_02219,GKMEBLJL_02244,HKAMFFJN_00154,JOBNEEKL_02668,GACBFOHJ_02462,LLFCPLKD_01845,FNJAKAKL_01294,ECBNDIDM_00153,LFPJLIBK_00421,IMJNKLBI_00153,EMNCPJML_00025,PLFJNGPA_02709,PGJOJFNN_02951,ODFDBHOD_00031,IAPKCFHA_00427,BDHOLPHL_00423,DELEFPOC_02788,AHNHBFNE_01633,HBJIBEPC_00211
Cluster_5599,,,,GKMEBLJL_02303,,,,,,,LFPJLIBK_02058,,,,,,IAPKCFHA_01560,BDHOLPHL_01237,DELEFPOC_02363,,
Cluster_5600,LNKPBJJO_02654,,,,HKAMFFJN_02348,JOBNEEKL_02098,,LLFCPLKD_00924,,,LFPJLIBK_01059,,,,,ODFDBHOD_00990,,BDHOLPHL_02438,DELEFPOC_01633,,
Cluster_5601,LNKPBJJO_02659,,,GKMEBLJL_00535,HKAMFFJN_02343,JOBNEEKL_02093,,,,,LFPJLIBK_01064,,,,PGJOJFNN_01138,,,BDHOLPHL_02443,DELEFPOC_01638,,
Cluster_5602,LNKPBJJO_02777,,,,,JOBNEEKL_02216,,LLFCPLKD_01688,,,,,,,,ODFDBHOD_01643,,,,,
Cluster_5603,,,,,,,GACBFOHJ_00174,,,,,,,PLFJNGPA_00174,,,,,,,
Cluster_5604,,,,,,,GACBFOHJ_00473,,,,,,,,,,,,,,
Cluster_5605,,,,,HKAMFFJN_01478,,,,,ECBNDIDM_00002,,IMJNKLBI_00002,,,,,,,,,
Cluster_5606,,,,,,,,,,,,,,,,,,,,AHNHBFNE_00687,
Cluster_5607,,PEOCBFCP_02025,GKBMFCDM_01992,,,,,,,,,,,,PGJOJFNN_02197,,,,,,
Cluster_5608,,,,,,,,,,,,,EMNCPJML_01216,,,,,,,,
Cluster_5609,,,,,,,,,,,,,EMNCPJML_01224,,,,,,,,
Cluster_5610,,,,,,,,,FNJAKAKL_00988,ECBNDIDM_00007,,IMJNKLBI_00007,,,,,,,,,
Cluster_5611,,,,,,,,,FNJAKAKL_02238,,,,,,,,,,,,
Cluster_5612,,,,,,,,,,,,,,,PGJOJFNN_02630,,,,,,
Cluster_5614,LNKPBJJO_00696,PEOCBFCP_00158,GKBMFCDM_00156,GKMEBLJL_02332,HKAMFFJN_00687,JOBNEEKL_02278,GACBFOHJ_00253,LLFCPLKD_02107,FNJAKAKL_02628,ECBNDIDM_00420,LFPJLIBK_00151,IMJNKLBI_00419,EMNCPJML_01492,PLFJNGPA_00253,PGJOJFNN_00259,ODFDBHOD_00292,IAPKCFHA_00154,BDHOLPHL_00152,DELEFPOC_02519,AHNHBFNE_01373,HBJIBEPC_00478
Cluster_5615,LNKPBJJO_02078,PEOCBFCP_03038,GKBMFCDM_03005,GKMEBLJL_00458,HKAMFFJN_00788,JOBNEEKL_00854,GACBFOHJ_02839,LLFCPLKD_00036,FNJAKAKL_01081,ECBNDIDM_00731,LFPJLIBK_02958,IMJNKLBI_03190,EMNCPJML_01702,PLFJNGPA_02667,PGJOJFNN_00642,ODFDBHOD_01889,IAPKCFHA_00562,BDHOLPHL_00628,DELEFPOC_00706,AHNHBFNE_00433,HBJIBEPC_00907
Cluster_5616,LNKPBJJO_02498,PEOCBFCP_01755,GKBMFCDM_01732,GKMEBLJL_01604,HKAMFFJN_01965,JOBNEEKL_01510,GACBFOHJ_01673,LLFCPLKD_02296,FNJAKAKL_00591,ECBNDIDM_01321,LFPJLIBK_01685,IMJNKLBI_01315,EMNCPJML_02328,PLFJNGPA_01738,PGJOJFNN_01698,ODFDBHOD_02253,IAPKCFHA_01496,BDHOLPHL_00779,DELEFPOC_00008,AHNHBFNE_02768,HBJIBEPC_02638
Cluster_5617,LNKPBJJO_00484,PEOCBFCP_01446,GKBMFCDM_01137,GKMEBLJL_00353,HKAMFFJN_00226,JOBNEEKL_00648,GACBFOHJ_02722,LLFCPLKD_00165,FNJAKAKL_00649,ECBNDIDM_01036,LFPJLIBK_00888,IMJNKLBI_01024,EMNCPJML_01266,PLFJNGPA_02550,PGJOJFNN_00773,ODFDBHOD_02019,IAPKCFHA_02267,BDHOLPHL_01692,DELEFPOC_00577,AHNHBFNE_00286,HBJIBEPC_00839
Cluster_5618,LNKPBJJO_01502,PEOCBFCP_01545,GKBMFCDM_01518,GKMEBLJL_00799,HKAMFFJN_02081,JOBNEEKL_01419,GACBFOHJ_01875,LLFCPLKD_02477,FNJAKAKL_01677,ECBNDIDM_01501,LFPJLIBK_02367,IMJNKLBI_01495,EMNCPJML_00299,PLFJNGPA_01940,PGJOJFNN_03079,ODFDBHOD_02434,IAPKCFHA_01067,BDHOLPHL_02655,DELEFPOC_00200,AHNHBFNE_02989,HBJIBEPC_01036
Cluster_5619,LNKPBJJO_01544,PEOCBFCP_00343,GKBMFCDM_00341,GKMEBLJL_00590,HKAMFFJN_02490,JOBNEEKL_01461,GACBFOHJ_00044,LLFCPLKD_02811,FNJAKAKL_02996,ECBNDIDM_00629,LFPJLIBK_00546,IMJNKLBI_00628,EMNCPJML_02632,PLFJNGPA_00044,PGJOJFNN_00397,ODFDBHOD_02777,IAPKCFHA_00982,BDHOLPHL_02872,DELEFPOC_02325,AHNHBFNE_01164,HBJIBEPC_00659
Cluster_5620,LNKPBJJO_00822,,,,,JOBNEEKL_01160,,,,,,,,,,,,,,,HBJIBEPC_02743
Cluster_5621,LNKPBJJO_01342,,,,,JOBNEEKL_02773,,,,,,,,,,,,,,,
Cluster_5622,LNKPBJJO_01376,,,,,JOBNEEKL_02807,,,FNJAKAKL_02481,,,,,,,,,,,,
Cluster_5623,LNKPBJJO_01526;LNKPBJJO_02371,,,,,JOBNEEKL_01443;JOBNEEKL_02605,,,,,,,,,,,,,,,
Cluster_5624,,,,,,,,,,,,,,,,,,,,,HBJIBEPC_00205
Cluster_5625,,,,,,,,,,,,,,,,,IAPKCFHA_02732,,,,
Cluster_5626,,,,GKMEBLJL_02295,,,,,,,,,,,,,,,,,
Cluster_5627,,,,GKMEBLJL_02749,,,,,,,,,,,,,,,,,
Cluster_5628,,,,,,,GACBFOHJ_00118,LLFCPLKD_02242,FNJAKAKL_03064,ECBNDIDM_00555,,IMJNKLBI_00554,,PLFJNGPA_00118,,ODFDBHOD_00427,,,,AHNHBFNE_01239,
Cluster_5629,,,,,,,GACBFOHJ_00695,,,,,,,PLFJNGPA_00751,,,,,,,
Cluster_5630,,,,,HKAMFFJN_01482,,,,,,,,,,,,,,,,
Cluster_5632,,PEOCBFCP_00023,GKBMFCDM_00022,,,,GACBFOHJ_00388,,,,,,,PLFJNGPA_00388,,,,,,,
Cluster_5633,,PEOCBFCP_01079,GKBMFCDM_01574,,,,,,,,,,,,,,,,,,
Cluster_5634,,PEOCBFCP_01652,,,,,,,,,,IMJNKLBI_01290,,,,,,,,,
Cluster_5635,,,,,,,,LLFCPLKD_00905,,,,,,,,ODFDBHOD_00971,,,,,
Cluster_5636,,,,,,,,LLFCPLKD_01465,,,,,,,,ODFDBHOD_01512,,,,,
Cluster_5637,,,,,,,,LLFCPLKD_01678,,,,,,,,ODFDBHOD_01633,,,,,
Cluster_5639,,,,,,,,,,,,,,,PGJOJFNN_00848,,,,,,
Cluster_5640,,,,,,,,,,,,,,,PGJOJFNN_01134,,,,,,
Cluster_5641,LNKPBJJO_02676,,,,,JOBNEEKL_02424,GACBFOHJ_02022,,,,LFPJLIBK_01948,,,PLFJNGPA_02086,,,,BDHOLPHL_00811,,,
Cluster_5642,LNKPBJJO_01449,PEOCBFCP_02216,GKBMFCDM_01869,GKMEBLJL_01146,HKAMFFJN_00504,JOBNEEKL_01365,GACBFOHJ_02301,LLFCPLKD_00575,FNJAKAKL_02826,ECBNDIDM_02649,LFPJLIBK_02837,IMJNKLBI_02716,EMNCPJML_00426,PLFJNGPA_02451,PGJOJFNN_00905,ODFDBHOD_00876,IAPKCFHA_01227,BDHOLPHL_01344,DELEFPOC_01060,AHNHBFNE_02446,HBJIBEPC_01431
Cluster_5643,,,,,,,,,,,,,,,,,,BDHOLPHL_02845,DELEFPOC_02352,,
Cluster_5644,LNKPBJJO_01777,,,,,JOBNEEKL_01804,,,,,,,,,,,,,,,
Cluster_5645,,,,GKMEBLJL_01994,,,,,,,,,,,,,,,,,
Cluster_5646,,,,,,,,,,,,,,,,,,,,AHNHBFNE_02813,
Cluster_5647,,PEOCBFCP_01599,GKBMFCDM_01589,,,,,,,,,,,,,,,,,,
Cluster_5648,,PEOCBFCP_01649,,,,,,,,,,IMJNKLBI_01293,,,,,,,,,
Cluster_5649,,,,,,,,LLFCPLKD_00203,,,,,,,,ODFDBHOD_02057,,,,,
Cluster_5650,,,,,,,,LLFCPLKD_00928,,,,,,,,ODFDBHOD_00994,,,,,
Cluster_5651,,,,,,,,LLFCPLKD_01144,,,,,,,,ODFDBHOD_01153,,,,,
Cluster_5652,,,,,,,,LLFCPLKD_01778,,,,,,,,ODFDBHOD_01833,,,,,
Cluster_5653,,,,,,,,,,ECBNDIDM_01763,,IMJNKLBI_02159,,,,,,,,,
Cluster_5656,,,,,,,,,FNJAKAKL_02188,,,,,,,,,,,,
